Chromosome,Region,Name,CenterOfPeak,Length,PeakShapeScore,P-value,5'gene,5'distance,3'gene,3'distance
NCTC8325 Genomic sequence,1099844..1100159,Peak,1100029,316,6.884855357,2.89E-12,SAOUHSC_01148,0,SAOUHSC_01149,0
NCTC8325 Genomic sequence,1224253..1224576,Peak,1224437,324,6.864540799,3.34E-12,SAOUHSC_01269,0,SAOUHSC_01270,918
NCTC8325 Genomic sequence,1859347..1859629,Peak,1859467,283,6.861200377,3.41E-12,SAOUHSC_01953,1458,SAOUHSC_01954,0
NCTC8325 Genomic sequence,2505241..2505647,Peak,2505508,407,6.719292115,9.13E-12,SAOUHSC_02724,0,SAOUHSC_02725,0
NCTC8325 Genomic sequence,1706956..1707188,Peak,1707053,233,6.71659122,9.30E-12,SAOUHSC_01803,1314,SAOUHSC_01805,0
NCTC8325 Genomic sequence,555063..555349,Peak,555211,287,6.67085329,1.27E-11,SAOUHSC_00545,0,SAOUHSC_00547,0
NCTC8325 Genomic sequence,1578402..1578708,Peak,1578535,307,6.66079335,1.36E-11,SAOUHSC_01663,774,SAOUHSC_01664,0
NCTC8325 Genomic sequence,1515838..1516135,Peak,1516014,298,6.601331882,2.04E-11,SAOUHSC_01588,241,SAOUHSC_01589,0
NCTC8325 Genomic sequence,1866232..1866485,Peak,1866364,254,6.522851051,3.45E-11,SAOUHSC_01958,151,SAOUHSC_01960,0
NCTC8325 Genomic sequence,2086118..2086491,Peak,2086352,374,6.454212898,5.44E-11,SAOUHSC_02251,59,groEL,268
NCTC8325 Genomic sequence,1605467..1605757,Peak,1605619,291,6.415483492,7.02E-11,SAOUHSC_01693,588,SAOUHSC_01694,0
NCTC8325 Genomic sequence,1111771..1112148,Peak,1112048,378,6.400299722,7.75E-11,SAOUHSC_01160,800,lspA,0
NCTC8325 Genomic sequence,2174166..2174426,Peak,2174304,261,6.377454089,9.00E-11,SAOUHSC_02350,200,SAOUHSC_02351,0
NCTC8325 Genomic sequence,1134419..1134701,Peak,1134525,283,6.358459622,1.02E-10,SAOUHSC_01183,0,SAOUHSC_01184,350
NCTC8325 Genomic sequence,1087886..1088260,Peak,1088126,375,6.342605762,1.13E-10,SAOUHSC_01134,354,SAOUHSC_T0006,0
NCTC8325 Genomic sequence,1729107..1729469,Peak,1729247,363,6.338390007,1.16E-10,tpx,714,SAOUHSC_01823,0
NCTC8325 Genomic sequence,2320961..2321208,Peak,2321092,248,6.331891372,1.21E-10,SAOUHSC_02516,705,SAOUHSC_02517,0
NCTC8325 Genomic sequence,1573810..1574049,Peak,1573916,240,6.257654715,1.95E-10,SAOUHSC_01660,122,SAOUHSC_01661,0
NCTC8325 Genomic sequence,507199..507548,Peak,507413,350,6.208661108,2.67E-10,SAOUHSC_00505,0,SAOUHSC_00507,618
NCTC8325 Genomic sequence,1548756..1549076,Peak,1548896,321,6.207566291,2.69E-10,SAOUHSC_01625,577,SAOUHSC_01626,0
NCTC8325 Genomic sequence,718762..719029,Peak,718866,268,6.138417868,4.17E-10,SAOUHSC_00732,15,SAOUHSC_00733,0
NCTC8325 Genomic sequence,256005..256208,Peak,256088,204,6.085729961,5.80E-10,SAOUHSC_00233,745,SAOUHSC_00234,0
NCTC8325 Genomic sequence,1966402..1966686,Peak,1966562,285,6.045887657,7.43E-10,SAOUHSC_02089,0,SAOUHSC_02090,287
NCTC8325 Genomic sequence,1791939..1792263,Peak,1792136,325,6.043442251,7.54E-10,leuS,703,SAOUHSC_01876,0
NCTC8325 Genomic sequence,1732518..1732790,Peak,1732691,273,6.037853473,7.81E-10,SAOUHSC_01826,553,SAOUHSC_01827,0
NCTC8325 Genomic sequence,636796..637091,Peak,636930,296,6.032206695,8.09E-10,SAOUHSC_00647,0,SAOUHSC_00648,1240
NCTC8325 Genomic sequence,1240326..1240552,Peak,1240451,227,6.000682573,9.82E-10,SAOUHSC_01283,0,SAOUHSC_01284,387
NCTC8325 Genomic sequence,955979..956267,Peak,956157,289,5.994987505,1.02E-09,SAOUHSC_00984,0,SAOUHSC_00985,458
NCTC8325 Genomic sequence,622645..622953,Peak,622814,309,5.982782741,1.10E-09,SAOUHSC_00633,0,SAOUHSC_00634,1618
NCTC8325 Genomic sequence,731854..732159,Peak,732051,306,5.973290147,1.16E-09,SAOUHSC_00746,0,SAOUHSC_00747,0
NCTC8325 Genomic sequence,1022190..1022465,Peak,1022365,276,5.95089316,1.33E-09,SAOUHSC_01053,756,SAOUHSC_01054,0
NCTC8325 Genomic sequence,1582173..1582456,Peak,1582320,284,5.916851715,1.64E-09,SAOUHSC_01667,410,era,0
NCTC8325 Genomic sequence,1559966..1560293,Peak,1560093,328,5.875469932,2.11E-09,SAOUHSC_01641,771,SAOUHSC_01643,0
NCTC8325 Genomic sequence,1145523..1145797,Peak,1145658,275,5.865929186,2.23E-09,SAOUHSC_01193,0,SAOUHSC_01194,32
NCTC8325 Genomic sequence,2033915..2034189,Peak,2034054,275,5.865826227,2.24E-09,SAOUHSC_02167,451,SAOUHSC_02169,0
NCTC8325 Genomic sequence,1693544..1693793,Peak,1693671,250,5.843894448,2.55E-09,coaE,618,SAOUHSC_01796,0
NCTC8325 Genomic sequence,1770917..1771315,Peak,1771176,399,5.82575865,2.84E-09,SAOUHSC_01863,480,SAOUHSC_01864,0
NCTC8325 Genomic sequence,2265954..2266157,Peak,2266058,204,5.731026957,4.99E-09,SAOUHSC_02437,104,SAOUHSC_02441,0
NCTC8325 Genomic sequence,1594344..1594565,Peak,1594433,222,5.724644808,5.18E-09,SAOUHSC_01682,1866,dnaK,0
NCTC8325 Genomic sequence,2320328..2320525,Peak,2320429,198,5.647963719,8.12E-09,SAOUHSC_02516,72,SAOUHSC_02517,0
NCTC8325 Genomic sequence,920619..920964,Peak,920854,346,5.614948784,9.83E-09,SAOUHSC_00947,0,SAOUHSC_00948,31
NCTC8325 Genomic sequence,676627..676954,Peak,676755,328,5.595253499,1.10E-08,SAOUHSC_00692,0,SAOUHSC_00693,576
NCTC8325 Genomic sequence,2318743..2319057,Peak,2318942,315,5.573156511,1.25E-08,SAOUHSC_02515,0,SAOUHSC_02516,19
NCTC8325 Genomic sequence,1701030..1701286,Peak,1701196,257,5.570488373,1.27E-08,SAOUHSC_01799,629,SAOUHSC_01800,0
NCTC8325 Genomic sequence,1425285..1425566,Peak,1425458,282,5.544662224,1.47E-08,SAOUHSC_01468,642,SAOUHSC_01469,0
NCTC8325 Genomic sequence,552365..552607,Peak,552513,243,5.530061788,1.60E-08,SAOUHSC_00545,0,SAOUHSC_00547,2665
NCTC8325 Genomic sequence,427876..428276,Peak,428014,401,5.496767821,1.93E-08,SAOUHSC_00427,0,SAOUHSC_00428,521
NCTC8325 Genomic sequence,1361443..1361771,Peak,1361583,329,5.466127759,2.30E-08,sucA,1445,SAOUHSC_01419,0
NCTC8325 Genomic sequence,2413766..2413950,Peak,2413866,185,5.463830448,2.33E-08,SAOUHSC_02624,38,SAOUHSC_02625,0
NCTC8325 Genomic sequence,2605912..2606140,Peak,2606000,229,5.460222808,2.38E-08,SAOUHSC_02827,0,SAOUHSC_02828,50
NCTC8325 Genomic sequence,654067..654428,Peak,654290,362,5.453661687,2.47E-08,SAOUHSC_00667,0,SAOUHSC_00668,261
NCTC8325 Genomic sequence,1051431..1051716,Peak,1051545,286,5.453047913,2.48E-08,SAOUHSC_01091,0,pheS,166
NCTC8325 Genomic sequence,2507326..2507540,Peak,2507445,215,5.441311114,2.64E-08,SAOUHSC_02725,566,SAOUHSC_02726,0
NCTC8325 Genomic sequence,2399422..2399621,Peak,2399522,200,5.42913202,2.83E-08,SAOUHSC_02608,312,SAOUHSC_02609,0
NCTC8325 Genomic sequence,2471558..2471746,Peak,2471658,189,5.418843988,3.00E-08,SAOUHSC_02683,2386,SAOUHSC_02684,0
NCTC8325 Genomic sequence,1023091..1023345,Peak,1023210,255,5.411211423,3.13E-08,SAOUHSC_01055,0,SAOUHSC_01055a,23
NCTC8325 Genomic sequence,1898561..1898777,Peak,1898671,217,5.397655295,3.38E-08,SAOUHSC_01993,0,SAOUHSC_T00031,127
NCTC8325 Genomic sequence,819656..819911,Peak,819780,256,5.392862806,3.47E-08,SAOUHSC_00848,0,SAOUHSC_00849,0
NCTC8325 Genomic sequence,1367262..1367515,Peak,1367374,254,5.287932033,6.19E-08,SAOUHSC_01427,70,SAOUHSC_01429,0
NCTC8325 Genomic sequence,2147839..2148068,Peak,2147950,230,5.287521162,6.20E-08,SAOUHSC_02315,40,SAOUHSC_02316,98
NCTC8325 Genomic sequence,2154573..2154837,Peak,2154715,265,5.279592696,6.47E-08,SAOUHSC_02320,4,SAOUHSC_02321,0
NCTC8325 Genomic sequence,879553..879843,Peak,879712,291,5.242491265,7.92E-08,SAOUHSC_00908,778,SAOUHSC_00909,0
NCTC8325 Genomic sequence,807754..808133,Peak,808032,380,5.227523491,8.59E-08,SAOUHSC_00832,0,SAOUHSC_00833,215
NCTC8325 Genomic sequence,1568635..1568928,Peak,1568773,294,5.211183164,9.38E-08,SAOUHSC_01655,210,SAOUHSC_01656,0
NCTC8325 Genomic sequence,2242577..2242797,Peak,2242685,221,5.198003066,1.01E-07,SAOUHSC_R00010,236,SAOUHSC_T00029,0
NCTC8325 Genomic sequence,746625..746923,Peak,746807,299,5.176759355,1.13E-07,SAOUHSC_00764,0,SAOUHSC_00765,364
NCTC8325 Genomic sequence,2075382..2075654,Peak,2075545,273,5.160371898,1.23E-07,SAOUHSC_02239,807,SAOUHSC_02241,38
NCTC8325 Genomic sequence,622302..622615,Peak,622482,314,5.138699417,1.38E-07,SAOUHSC_00633,0,SAOUHSC_00634,1956
NCTC8325 Genomic sequence,882329..882631,Peak,882505,303,5.117121593,1.55E-07,SAOUHSC_00911,0,SAOUHSC_00912,4
NCTC8325 Genomic sequence,393992..394154,Peak,394069,163,5.110209812,1.61E-07,SAOUHSC_00390,316,SAOUHSC_00391,0
NCTC8325 Genomic sequence,2501239..2501405,Peak,2501339,167,5.104248782,1.66E-07,SAOUHSC_02718,1044,SAOUHSC_02719,0
NCTC8325 Genomic sequence,18858..19105,Peak,18997,248,5.090025034,1.79E-07,SAOUHSC_00015,0,rplI,1176
NCTC8325 Genomic sequence,1132887..1133124,Peak,1133015,238,5.08821837,1.81E-07,SAOUHSC_01180,0,SAOUHSC_01181,12
NCTC8325 Genomic sequence,1777049..1777328,Peak,1777186,280,5.080576672,1.88E-07,SAOUHSC_01868,914,SAOUHSC_01869,0
NCTC8325 Genomic sequence,346477..346676,Peak,346580,200,5.060024597,2.10E-07,SAOUHSC_00334,649,SAOUHSC_00335,0
NCTC8325 Genomic sequence,2686110..2686454,Peak,2686199,345,5.044794851,2.27E-07,SAOUHSC_02921,41,SAOUHSC_02922,0
NCTC8325 Genomic sequence,201609..201794,Peak,201704,186,5.016412251,2.63E-07,uhpT,0,SAOUHSC_00184,253
NCTC8325 Genomic sequence,839191..839486,Peak,839381,296,5.006763151,2.77E-07,SAOUHSC_00874,0,SAOUHSC_00875,0
NCTC8325 Genomic sequence,1180558..1180844,Peak,1180697,287,5.003942095,2.81E-07,SAOUHSC_01230,0,SAOUHSC_01233,777
NCTC8325 Genomic sequence,591980..592324,Peak,592185,345,4.946226537,3.78E-07,SAOUHSC_00593,74,SAOUHSC_00596,33
NCTC8325 Genomic sequence,693229..693523,Peak,693369,295,4.945810336,3.79E-07,SAOUHSC_00708,0,SAOUHSC_00710,671
NCTC8325 Genomic sequence,2333039..2333224,Peak,2333127,186,4.945501376,3.80E-07,SAOUHSC_02528,699,SAOUHSC_02529,0
NCTC8325 Genomic sequence,2499282..2499480,Peak,2499411,199,4.938553634,3.94E-07,SAOUHSC_02717,908,SAOUHSC_02718,0
NCTC8325 Genomic sequence,1627848..1628134,Peak,1627998,287,4.888927597,5.07E-07,SAOUHSC_01721,2651,alaS,0
NCTC8325 Genomic sequence,1462942..1463227,Peak,1463103,286,4.887145547,5.12E-07,SAOUHSC_01513,223,SAOUHSC_01514,0
NCTC8325 Genomic sequence,1879504..1879795,Peak,1879643,292,4.829789864,6.83E-07,SAOUHSC_01973,2230,SAOUHSC_01974,0
NCTC8325 Genomic sequence,2306729..2307004,Peak,2306855,276,4.811543996,7.49E-07,rpmJ,186,infA,0
NCTC8325 Genomic sequence,1262094..1262351,Peak,1262199,258,4.806793345,7.67E-07,SAOUHSC_01318,301,SAOUHSC_01319,0
NCTC8325 Genomic sequence,1331005..1331208,Peak,1331079,204,4.756408409,9.85E-07,SAOUHSC_01386,760,SAOUHSC_01387,0
NCTC8325 Genomic sequence,1904704..1904946,Peak,1904855,243,4.725708709,1.15E-06,SAOUHSC_R0008,246,SAOUHSC_T0003,0
NCTC8325 Genomic sequence,2010177..2010371,Peak,2010275,195,4.673816449,1.48E-06,SAOUHSC_02136,459,SAOUHSC_02137,0
NCTC8325 Genomic sequence,2440861..2441124,Peak,2441004,264,4.651565834,1.65E-06,SAOUHSC_02653,1075,SAOUHSC_02654,0
NCTC8325 Genomic sequence,1411402..1411755,Peak,1411635,354,4.648426051,1.67E-06,SAOUHSC_01452,1151,SAOUHSC_01454,0
NCTC8325 Genomic sequence,1993686..1993905,Peak,1993792,220,4.602744907,2.09E-06,SAOUHSC_02119,274,SAOUHSC_02121,0
NCTC8325 Genomic sequence,723049..723356,Peak,723165,308,4.595655936,2.16E-06,SAOUHSC_00737,378,SAOUHSC_00738,0
NCTC8325 Genomic sequence,1569939..1570164,Peak,1570083,226,4.565214675,2.50E-06,SAOUHSC_01656,664,SAOUHSC_01657,0
NCTC8325 Genomic sequence,610879..611163,Peak,611050,285,4.54663764,2.73E-06,SAOUHSC_00619,0,SAOUHSC_00620,137
NCTC8325 Genomic sequence,46454..46676,Peak,46590,223,4.536496745,2.86E-06,SAOUHSC_00043,93,SAOUHSC_00044,0
NCTC8325 Genomic sequence,2776731..2776981,Peak,2776875,251,4.531339997,2.93E-06,SAOUHSC_03004,0,SAOUHSC_03005,555
NCTC8325 Genomic sequence,1000588..1000893,Peak,1000770,306,4.523288488,3.04E-06,SAOUHSC_01030,8,SAOUHSC_01031,0
NCTC8325 Genomic sequence,1903523..1903730,Peak,1903631,208,4.483281732,3.68E-06,SAOUHSC_R00013,2059,SAOUHSC_R0008,0
NCTC8325 Genomic sequence,1682076..1682381,Peak,1682285,306,4.475432922,3.81E-06,SAOUHSC_01781,395,SAOUHSC_01782,0
NCTC8325 Genomic sequence,812008..812197,Peak,812091,190,4.443295815,4.43E-06,SAOUHSC_00839,22,SAOUHSC_00840,0
NCTC8325 Genomic sequence,2663137..2663308,Peak,2663224,172,4.44024422,4.49E-06,SAOUHSC_02888,88,SAOUHSC_02889,0
NCTC8325 Genomic sequence,1736079..1736279,Peak,1736181,201,4.4283027,4.75E-06,rpsD,899,SAOUHSC_01830,0
NCTC8325 Genomic sequence,2008909..2009171,Peak,2009072,263,4.415491477,5.04E-06,SAOUHSC_02135,0,SAOUHSC_02136,438
NCTC8325 Genomic sequence,2230985..2231175,Peak,2231091,191,4.412087429,5.12E-06,SAOUHSC_02403,6180,SAOUHSC_02404,0
NCTC8325 Genomic sequence,1093632..1094029,Peak,1093890,398,4.410405457,5.16E-06,SAOUHSC_01144,0,SAOUHSC_01145,0
NCTC8325 Genomic sequence,2126184..2126416,Peak,2126280,233,4.392684777,5.60E-06,SAOUHSC_R0009,330,SAOUHSC_R0004,0
NCTC8325 Genomic sequence,527584..527833,Peak,527725,250,4.383011359,5.85E-06,SAOUHSC_00525,0,SAOUHSC_00526,1774
NCTC8325 Genomic sequence,1161263..1161509,Peak,1161392,247,4.379287738,5.95E-06,trmD,0,rplS,31
NCTC8325 Genomic sequence,1374079..1374353,Peak,1374212,275,4.376876682,6.02E-06,SAOUHSC_01438,143,SAOUHSC_01439,0
NCTC8325 Genomic sequence,948397..948679,Peak,948577,283,4.35233865,6.74E-06,SAOUHSC_00973,0,SAOUHSC_00975,96
NCTC8325 Genomic sequence,488866..489085,Peak,489005,220,4.342169786,7.05E-06,SAOUHSC_00490,0,SAOUHSC_00491,0
NCTC8325 Genomic sequence,1696374..1696686,Peak,1696514,313,4.325088734,7.62E-06,SAOUHSC_01796,2560,SAOUHSC_01797,0
NCTC8325 Genomic sequence,1427514..1427841,Peak,1427746,328,4.318572937,7.85E-06,SAOUHSC_01470,1531,asnC,0
NCTC8325 Genomic sequence,969081..969360,Peak,969225,280,4.311990733,8.09E-06,SAOUHSC_00995,555,SAOUHSC_00996,0
NCTC8325 Genomic sequence,1069149..1069386,Peak,1069245,238,4.26245767,1.01E-05,SAOUHSC_01107,0,SAOUHSC_01108,158
NCTC8325 Genomic sequence,492698..493079,Peak,492942,382,4.258020762,1.03E-05,SAOUHSC_T00030,0,SAOUHSC_T0004,0
NCTC8325 Genomic sequence,1805312..1805607,Peak,1805469,296,4.234365068,1.15E-05,SAOUHSC_01893,0,SAOUHSC_01894,484
NCTC8325 Genomic sequence,97474..97701,Peak,97606,228,4.22538487,1.19E-05,SAOUHSC_00091,0,SAOUHSC_00092,88
NCTC8325 Genomic sequence,486565..486796,Peak,486689,232,4.1990889,1.34E-05,hslO,0,SAOUHSC_00488,0
NCTC8325 Genomic sequence,2372170..2372399,Peak,2372305,230,4.178000143,1.47E-05,SAOUHSC_02581,377,SAOUHSC_02582,0
NCTC8325 Genomic sequence,2371121..2371299,Peak,2371191,179,4.155802655,1.62E-05,SAOUHSC_A02450,29,SAOUHSC_02581,19
NCTC8325 Genomic sequence,1709801..1710101,Peak,1709970,301,4.131713094,1.80E-05,SAOUHSC_01806,77,SAOUHSC_01807,0
NCTC8325 Genomic sequence,503389..503566,Peak,503478,178,4.098439677,2.08E-05,SAOUHSC_00502,0,SAOUHSC_00503,160
NCTC8325 Genomic sequence,759328..759524,Peak,759433,197,4.093992608,2.12E-05,SAOUHSC_00779,0,uvrA,137
NCTC8325 Genomic sequence,63834..64040,Peak,63937,207,4.083387687,2.22E-05,SAOUHSC_00058,61,SAOUHSC_00060,224
NCTC8325 Genomic sequence,2246558..2246822,Peak,2246759,265,4.05970812,2.46E-05,SAOUHSC_02417,678,SAOUHSC_02418,0
NCTC8325 Genomic sequence,1618240..1618491,Peak,1618377,252,4.050100025,2.56E-05,SAOUHSC_01710,376,SAOUHSC_01711,0
NCTC8325 Genomic sequence,1867904..1868153,Peak,1868048,250,4.043636229,2.63E-05,SAOUHSC_01960,100,hemH,0
NCTC8325 Genomic sequence,2470436..2470649,Peak,2470559,214,4.031408749,2.77E-05,SAOUHSC_02683,1264,SAOUHSC_02684,0
NCTC8325 Genomic sequence,2239133..2239347,Peak,2239232,215,3.93769737,4.11E-05,SAOUHSC_T00061,67,SAOUHSC_T00020,0
NCTC8325 Genomic sequence,235572..235748,Peak,235666,177,3.929105089,4.26E-05,SAOUHSC_00215,0,SAOUHSC_00216,103
NCTC8325 Genomic sequence,910650..910998,Peak,910883,349,3.925523053,4.33E-05,SAOUHSC_00937,0,SAOUHSC_00938,741
NCTC8325 Genomic sequence,844729..844970,Peak,844877,242,3.911104007,4.59E-05,SAOUHSC_00879,114,SAOUHSC_00880,54
NCTC8325 Genomic sequence,2130760..2131066,Peak,2130890,307,3.904179746,4.73E-05,SAOUHSC_02296,1407,SAOUHSC_02297,0
NCTC8325 Genomic sequence,1813967..1814102,Peak,1814019,136,3.88616961,5.09E-05,SAOUHSC_01905,0,SAOUHSC_01907,1389
NCTC8325 Genomic sequence,698804..698997,Peak,698878,194,3.882426723,5.17E-05,SAOUHSC_00713,0,SAOUHSC_00714,196
NCTC8325 Genomic sequence,2591069..2591301,Peak,2591137,233,3.874159973,5.35E-05,SAOUHSC_02812,7,SAOUHSC_02813,0
NCTC8325 Genomic sequence,1974101..1974336,Peak,1974252,236,3.872652098,5.38E-05,SAOUHSC_02098,509,SAOUHSC_02099,0
NCTC8325 Genomic sequence,1526344..1526615,Peak,1526494,272,3.871497149,5.41E-05,SAOUHSC_01600,215,SAOUHSC_01601,0
NCTC8325 Genomic sequence,147868..148055,Peak,147978,188,3.869503704,5.45E-05,SAOUHSC_00143,0,SAOUHSC_00144,989
NCTC8325 Genomic sequence,1099417..1099646,Peak,1099500,230,3.845351638,6.02E-05,SAOUHSC_01148,0,SAOUHSC_01149,510
NCTC8325 Genomic sequence,1046659..1046841,Peak,1046759,183,3.815588549,6.79E-05,SAOUHSC_01084,0,SAOUHSC_01085,573
NCTC8325 Genomic sequence,1573119..1573401,Peak,1573283,283,3.79479269,7.39E-05,SAOUHSC_01659,645,SAOUHSC_01660,0
NCTC8325 Genomic sequence,895459..895677,Peak,895569,219,3.775460431,7.99E-05,SAOUHSC_00924,0,SAOUHSC_00925,346
NCTC8325 Genomic sequence,735296..735502,Peak,735442,207,3.75149354,8.79E-05,SAOUHSC_00749,432,SAOUHSC_00751,0
NCTC8325 Genomic sequence,1089224..1089508,Peak,1089404,285,3.733658847,9.44E-05,SAOUHSC_01137,0,SAOUHSC_01138,187
NCTC8325 Genomic sequence,502973..503174,Peak,503049,202,3.724518145,9.78E-05,SAOUHSC_00500,1383,SAOUHSC_00501,0
NCTC8325 Genomic sequence,2368443..2368631,Peak,2368561,189,3.692625198,1.11E-04,SAOUHSC_02577,0,SAOUHSC_02579,0
NCTC8325 Genomic sequence,1762343..1762516,Peak,1762437,174,3.684844007,1.14E-04,SAOUHSC_01855,594,murC,0
NCTC8325 Genomic sequence,1519515..1519751,Peak,1519654,237,3.668807886,1.22E-04,SAOUHSC_01594,0,SAOUHSC_01595,482
NCTC8325 Genomic sequence,1312377..1312567,Peak,1312439,191,3.664038344,1.24E-04,SAOUHSC_01367,0,trpD,0
NCTC8325 Genomic sequence,157686..157841,Peak,157765,156,3.659406879,1.26E-04,SAOUHSC_00146,1,SAOUHSC_00147,112
NCTC8325 Genomic sequence,1094908..1095198,Peak,1095059,291,3.626141682,1.44E-04,SAOUHSC_01145,0,mraY,1201
NCTC8325 Genomic sequence,1209671..1209949,Peak,1209840,279,3.622683505,1.46E-04,SAOUHSC_01255,0,SAOUHSC_01256,785
NCTC8325 Genomic sequence,1661167..1661492,Peak,1661357,326,3.613827175,1.51E-04,SAOUHSC_01759,126,SAOUHSC_01760,0
NCTC8325 Genomic sequence,1802605..1802961,Peak,1802880,357,3.588785282,1.66E-04,SAOUHSC_01889,681,SAOUHSC_01890,0
NCTC8325 Genomic sequence,848976..849188,Peak,849097,213,3.58034125,1.72E-04,SAOUHSC_00884,155,SAOUHSC_00885,0
NCTC8325 Genomic sequence,2658789..2658937,Peak,2658845,149,3.564327514,1.82E-04,SAOUHSC_02883,1552,SAOUHSC_02885,0
NCTC8325 Genomic sequence,1202887..1203162,Peak,1202984,276,3.554443407,1.89E-04,SAOUHSC_01251,0,SAOUHSC_01252,1362
NCTC8325 Genomic sequence,2307785..2308034,Peak,2307860,250,3.52735939,2.10E-04,adk,152,secY,0
NCTC8325 Genomic sequence,689901..690153,Peak,690034,253,3.516182494,2.19E-04,SAOUHSC_00705,0,SAOUHSC_00706,88
NCTC8325 Genomic sequence,1240781..1241031,Peak,1240890,251,3.516364531,2.19E-04,SAOUHSC_01283,0,SAOUHSC_01284,0
NCTC8325 Genomic sequence,450695..450882,Peak,450777,188,3.486747423,2.45E-04,SAOUHSC_R0001,320,SAOUHSC_R0006,0
NCTC8325 Genomic sequence,280832..280985,Peak,280929,154,3.474557669,2.56E-04,SAOUHSC_00261,0,SAOUHSC_00262,392
NCTC8325 Genomic sequence,1126625..1126873,Peak,1126794,249,3.448318837,2.82E-04,SAOUHSC_01175,48,gmk,0
NCTC8325 Genomic sequence,1685410..1685733,Peak,1685595,324,3.435956905,2.95E-04,SAOUHSC_01787,79,thrS,22
NCTC8325 Genomic sequence,1369332..1369600,Peak,1369458,269,3.382999633,3.59E-04,SAOUHSC_01432,261,SAOUHSC_01433,0
NCTC8325 Genomic sequence,1568238..1568427,Peak,1568322,190,3.380375887,3.62E-04,SAOUHSC_01653,499,SAOUHSC_01655,0
NCTC8325 Genomic sequence,1341532..1341801,Peak,1341648,270,3.375738718,3.68E-04,SAOUHSC_01398,91,SAOUHSC_01399,0
NCTC8325 Genomic sequence,424559..424720,Peak,424619,162,3.336713463,4.24E-04,SAOUHSC_00422,142,SAOUHSC_00423,0
NCTC8325 Genomic sequence,966508..966803,Peak,966642,296,3.320155976,4.50E-04,SAOUHSC_00993,2484,SAOUHSC_00994,0
NCTC8325 Genomic sequence,1709467..1709789,Peak,1709583,323,3.303685026,4.77E-04,SAOUHSC_01805,2141,SAOUHSC_01806,0
NCTC8325 Genomic sequence,1899174..1899536,Peak,1899405,363,3.285479573,5.09E-04,SAOUHSC_T00046,72,SAOUHSC_T00047,0
NCTC8325 Genomic sequence,2753944..2754083,Peak,2754018,140,3.283847267,5.12E-04,SAOUHSC_02984,1812,SAOUHSC_02985,0
NCTC8325 Genomic sequence,1695246..1695504,Peak,1695402,259,3.276421047,5.26E-04,SAOUHSC_01796,1432,SAOUHSC_01797,0
NCTC8325 Genomic sequence,2256926..2257180,Peak,2257136,255,3.273541094,5.31E-04,SAOUHSC_02428,423,SAOUHSC_02430,0
NCTC8325 Genomic sequence,2711605..2711769,Peak,2711700,165,3.259733151,5.58E-04,SAOUHSC_02945,1026,SAOUHSC_02947,0
NCTC8325 Genomic sequence,650945..651174,Peak,651041,230,3.229416042,6.20E-04,SAOUHSC_00662,623,SAOUHSC_00663,0
NCTC8325 Genomic sequence,1169716..1169894,Peak,1169822,179,3.206640258,6.72E-04,SAOUHSC_01219,0,SAOUHSC_01220,460
NCTC8325 Genomic sequence,1660436..1660579,Peak,1660513,144,3.201783708,6.83E-04,SAOUHSC_01758,237,SAOUHSC_01759,0
NCTC8325 Genomic sequence,2083545..2083757,Peak,2083629,213,3.20071565,6.85E-04,SAOUHSC_02247,442,SAOUHSC_02248,197
NCTC8325 Genomic sequence,2129574..2129821,Peak,2129658,248,3.196979669,6.94E-04,SAOUHSC_02296,221,SAOUHSC_02297,0
NCTC8325 Genomic sequence,1976600..1976856,Peak,1976711,257,3.188652869,7.15E-04,SAOUHSC_02101,876,SAOUHSC_02102,0
NCTC8325 Genomic sequence,866733..866921,Peak,866804,189,3.17819778,7.41E-04,SAOUHSC_00901,0,SAOUHSC_00902,174
NCTC8325 Genomic sequence,1011803..1011964,Peak,1011890,162,3.145555673,8.29E-04,SAOUHSC_01042,0,SAOUHSC_01043,0
NCTC8325 Genomic sequence,860603..860775,Peak,860695,173,3.144053105,8.33E-04,SAOUHSC_00896,0,SAOUHSC_00897,0
NCTC8325 Genomic sequence,1555514..1555681,Peak,1555564,168,3.138562588,8.49E-04,SAOUHSC_01633,716,gcvT,0
NCTC8325 Genomic sequence,1903952..1904152,Peak,1904040,201,3.119532636,9.06E-04,SAOUHSC_R00013,2488,SAOUHSC_R0008,0
NCTC8325 Genomic sequence,1683991..1684251,Peak,1684140,261,3.119182646,9.07E-04,infC,382,SAOUHSC_01787,0
NCTC8325 Genomic sequence,1647564..1647849,Peak,1647797,286,3.109446485,9.37E-04,SAOUHSC_01743,279,SAOUHSC_01744,0
NCTC8325 Genomic sequence,1185883..1186175,Peak,1186018,293,3.10189832,9.61E-04,SAOUHSC_01238,0,SAOUHSC_01239,178
NCTC8325 Genomic sequence,217738..217888,Peak,217799,151,3.101139366,9.64E-04,SAOUHSC_00196,16,SAOUHSC_00197,18
NCTC8325 Genomic sequence,695349..695503,Peak,695424,155,3.075162178,1.05E-03,SAOUHSC_00710,0,SAOUHSC_00711,93
NCTC8325 Genomic sequence,1883663..1883907,Peak,1883803,245,3.040227251,1.18E-03,SAOUHSC_01977,1154,SAOUHSC_01978,0
NCTC8325 Genomic sequence,2421683..2421835,Peak,2421776,153,3.035233116,1.20E-03,SAOUHSC_02632,131,SAOUHSC_02634,0
